iter	Passed	Remaining
216	301	1088
217	302	1084
218	302	1079
219	303	1076
220	304	1072
221	304	1068
222	305	1064
223	306	1060
224	306	1056
225	307	1053
226	308	1049
227	309	1047
228	310	1044
229	311	1041
230	312	1038
231	312	1035
232	313	1031
233	314	1028
234	315	1026
235	315	1022
236	316	1019
237	317	1015
238	317	1012
239	318	1009
240	319	1006
241	320	1002
242	320	999
243	321	996
244	322	993
245	322	989
246	323	986
247	324	983
248	324	980
249	325	976
250	326	973
251	326	970
252	327	966
253	328	964
254	329	963
255	330	959
256	330	956
257	331	953
258	331	949
259	332	946
260	333	943
261	333	940
262	334	937
263	335	934
264	336	932
265	336	929
266	337	926
267	338	924
268	339	921
269	340	919
270	341	917
271	342	915
272	342	912
273	343	909
274	343	906
275	344	903
276	345	900
277	345	898
278	346	895
279	347	892
280	347	889
281	348	887
282	349	884
283	349	881
284	350	878
285	350	876
286	351	873
287	352	870
288	352	867
289	353	864
290	353	862
291	354	859
292	355	857
293	356	855
294	356	852
295	357	849
296	357	847
297	358	844
298	359	842
299	359	839
300	360	837
301	361	834
302	361	831
303	362	829
304	362	826
305	363	824
306	364	821
307	364	819
308	365	816
309	366	815
310	366	812
311	367	810
312	367	807
313	368	804
314	369	802
315	369	800
316	370	798
317	372	798
318	372	795
319	373	794
320	374	792
321	375	789
322	375	787
323	376	785
324	376	782
325	377	780
326	378	778
327	378	776
328	379	774
329	380	771
330	380	769
331	381	767
332	381	765
333	382	762
334	383	760
335	383	758
336	384	756
337	385	754
338	386	752
339	387	751
340	387	749
341	388	747
342	389	745
343	389	743
344	390	741
345	391	739
346	391	737
347	392	735
348	393	733
349	393	730
350	394	728
351	394	726
352	395	724
353	395	722
354	396	720
355	396	718
356	397	716
357	398	714
358	398	712
359	399	710
360	400	708
361	401	707
362	402	706
363	403	705
364	404	703
365	405	701
366	405	700
367	406	698
368	407	696
369	408	694
370	408	693
371	409	691
372	410	689
373	411	687
374	411	686
375	412	684
376	412	682
377	413	680
378	414	678
379	415	677
380	416	676
381	417	675
382	418	673
383	419	672
384	419	670
385	420	668
386	421	666
387	421	665
388	422	663
389	423	661
390	423	660
391	424	658
392	425	656
393	425	654
394	426	653
395	427	651
396	427	649
397	428	648
398	429	646
399	429	644
400	430	642
401	431	641
402	431	639
403	432	638
404	433	637
405	434	635
406	434	633
407	435	631
408	436	630
409	436	628
410	437	626
411	438	625
412	438	623
413	439	621
414	439	619
415	440	618
416	440	616
417	441	614
418	442	612
419	442	611
420	443	609
421	443	607
422	444	606
423	444	604
424	445	603
425	446	602
426	447	600
427	448	599
428	449	597
429	449	595
430	450	594
431	450	592
432	451	591
433	451	589
434	452	587
435	453	586
436	453	584
437	454	583
438	455	581
439	455	580
440	456	578
441	457	577
442	457	575
443	458	573
444	458	572
445	459	570
446	459	569
447	460	567
448	461	566
449	462	565
450	463	563
451	463	562
452	464	560
453	465	559
454	465	557
455	466	556
456	466	554
457	467	553
458	468	551
459	468	550
460	469	548
461	469	547
462	470	545
463	471	544
464	471	542
465	472	541
466	472	539
467	473	538
468	474	536
469	474	535
470	475	533
471	475	532
472	477	531
473	477	530
474	478	528
475	479	527
476	479	526
477	480	524
478	481	523
479	481	521
480	482	520
481	482	518
482	483	517
483	484	516
484	484	514
485	485	513
486	486	511
487	486	510
488	487	509
489	487	507
490	488	506
491	488	504
492	489	503
493	490	502
494	490	500
495	491	499
496	491	497
497	492	496
498	493	495
499	494	494
500	495	493
501	496	492
502	496	490
503	497	489
504	498	488
505	498	486
506	499	485
507	499	484
508	500	482
509	501	481
510	501	480
511	502	478
512	502	477
513	503	476
514	504	474
515	504	473
516	505	471
517	505	470
518	506	469
519	507	468
520	508	467
521	509	466
522	509	465
523	510	463
524	511	462
525	511	461
526	512	459
527	512	458
528	513	457
529	514	455
530	514	454
531	515	453
532	515	451
533	516	450
534	517	449
535	517	448
536	518	446
537	518	445
538	519	444
539	520	443
540	520	441
541	521	440
542	522	439
543	523	438
544	524	437
545	524	436
546	525	435
547	526	434
548	526	432
549	527	431
550	528	430
551	529	429
552	530	428
553	530	427
554	531	426
555	532	424
556	532	423
557	533	422
558	533	421
559	534	419
560	534	418
561	535	417
562	536	416
563	536	414
564	537	413
565	538	412
566	539	411
567	539	410
568	540	409
569	541	408
570	541	407
571	542	405
572	543	404
573	543	403
574	544	402
575	545	401
576	545	400
577	546	399
578	547	398
579	548	396
580	548	395
581	549	394
582	550	393
583	550	392
584	551	391
585	552	390
586	552	388
587	553	387
588	554	386
589	555	385
590	556	384
591	556	383
592	557	382
593	558	381
594	558	380
595	559	379
596	559	377
597	560	376
598	561	375
599	561	374
600	562	373
601	562	372
602	563	371
603	564	369
604	564	368
605	565	367
606	566	366
607	566	365
608	567	364
609	568	363
610	568	362
611	569	361
612	570	360
613	571	359
614	571	357
615	572	356
616	572	355
617	573	354
618	574	353
619	574	352
620	575	351
621	576	350
622	576	349
623	577	347
624	577	346
625	578	345
626	579	344
627	579	343
628	580	342
629	580	341
630	581	340
631	581	338
632	582	337
633	583	336
634	583	335
635	584	334
636	585	333
637	586	332
638	586	331
639	587	330
640	588	329
641	588	328
642	589	327
643	589	326
644	590	324
645	590	323
646	591	322
647	592	321
648	593	320
649	593	319
650	594	318
651	595	317
652	595	316
653	596	315
654	597	314
655	597	313
656	598	312
657	599	311
658	599	310
659	600	309
660	601	308
661	602	307
662	602	306
663	603	305
664	604	304
665	605	303
666	605	302
667	606	301
668	606	300
669	607	299
670	608	298
671	608	297
672	609	296
673	609	294
674	610	293
675	611	292
676	612	292
677	612	290
678	613	289
679	613	288
680	614	287
681	615	286
682	616	285
683	616	284
684	617	283
685	617	282
686	618	281
687	619	280
688	619	279
689	620	278
690	620	277
691	621	276
692	622	275
693	622	274
694	623	273
695	623	272
696	624	271
697	625	270
698	625	269
699	626	268
700	627	267
701	627	266
702	628	265
703	628	264
704	629	263
705	630	262
706	631	261
707	632	260
708	632	259
709	633	258
710	634	257
711	634	256
712	635	255
713	635	254
714	636	253
715	637	252
716	637	251
717	638	250
718	638	249
719	639	248
720	640	247
721	640	246
722	641	245
723	641	244
724	642	243
725	643	242
726	643	241
727	644	240
728	644	239
729	645	238
730	646	237
731	647	236
732	648	236
733	648	235
734	649	234
735	649	233
736	650	232
737	651	231
738	651	230
739	652	229
740	652	228
741	653	227
742	653	226
743	654	225
744	655	224
745	655	223
746	656	222
747	656	221
748	657	220
749	658	219
750	658	218
751	659	217
752	660	216
753	660	215
754	661	214
755	662	213
756	663	212
757	663	211
758	664	210
759	664	209
760	665	209
761	666	208
762	666	207
763	667	206
764	667	205
765	668	204
766	669	203
767	669	202
768	670	201
769	670	200
770	671	199
771	672	198
772	673	197
773	673	196
774	674	195
775	674	194
776	675	193
777	676	193
778	677	192
779	677	191
780	678	190
781	679	189
782	679	188
783	680	187
784	681	186
785	681	185
786	682	184
787	682	183
788	683	182
789	684	181
790	684	180
791	685	180
792	686	179
793	686	178
794	687	177
795	687	176
796	688	175
797	689	174
798	689	173
799	690	172
800	691	171
801	692	170
802	692	169
803	693	169
804	694	168
805	695	167
806	695	166
807	696	165
808	697	164
809	698	163
810	698	162
811	699	161
812	700	161
813	700	160
814	701	159
815	702	158
816	702	157
817	703	156
818	704	155
819	704	154
820	705	153
821	706	152
822	706	152
823	707	151
824	708	150
825	709	149
826	710	148
827	711	147
828	711	146
829	712	145
830	713	145
831	713	144
832	714	143
833	715	142
834	715	141
835	716	140
836	716	139
837	717	138
838	718	137
839	718	136
840	719	135
841	719	135
842	720	134
843	721	133
844	722	132
845	723	131
846	724	130
847	724	129
848	725	129
849	726	128
850	726	127
851	727	126
852	728	125
853	728	124
854	729	123
855	730	122
856	731	122
857	731	121
858	732	120
859	733	119
860	733	118
861	734	117
862	734	116
863	735	115
864	735	114
865	737	114
866	738	113
867	739	112
868	740	111
869	741	110
870	741	109
871	742	108
872	742	108
873	743	107
874	744	106
875	744	105
876	745	104
877	746	103
878	746	102
879	747	101
880	747	101
881	748	100
882	749	99
883	750	98
884	751	97
885	752	96
886	752	95
887	753	95
888	754	94
889	755	93
890	756	92
891	757	91
892	757	90
893	758	89
894	759	89
895	760	88
896	760	87
897	761	86
898	762	85
899	762	84
900	763	83
901	763	83
902	764	82
903	765	81
904	765	80
905	766	79
906	767	78
907	768	77
908	768	76
909	769	76
910	770	75
911	771	74
912	771	73
913	772	72
914	772	71
915	773	70
916	774	70
917	774	69
918	775	68
919	776	67
920	776	66
921	777	65
922	777	64
923	778	64
924	779	63
925	779	62
926	780	61
927	780	60
928	781	59
929	781	58
930	782	57
931	783	57
932	784	56
933	785	55
934	785	54
935	786	53
936	787	52
937	788	52
938	789	51
939	789	50
940	790	49
941	791	48
942	791	47
943	792	46
944	792	46
945	793	45
946	793	44
947	794	43
948	795	42
949	795	41
950	796	41
951	796	40
952	797	39
953	798	38
954	799	37
955	800	36
956	801	36
957	802	35
958	802	34
959	803	33
960	803	32
961	804	31
962	805	30
963	805	30
964	806	29
965	806	28
966	807	27
967	807	26
968	808	25
969	809	25
970	809	24
971	810	23
972	810	22
973	811	21
974	812	20
975	812	19
976	813	19
977	814	18
978	815	17
979	815	16
980	816	15
981	816	14
982	817	14
983	817	13
984	818	12
985	819	11
986	819	10
987	820	9
988	820	9
989	821	8
990	821	7
991	822	6
992	822	5
993	823	4
994	824	4
995	824	3
996	825	2
997	825	1
998	826	0
999	826	0
